store_id,store_name,region,format,date,customer_satisfaction,drive_thru_wait_sec,mobile_order_pct,loyalty_redemption_pct,staff_hours,waste_pct,upsell_success_pct
WC-0061,Starbucks Los Angeles #61,West Coast,Drive-Thru,2024-09-01,4.75,163.0,0.221,0.393,397,0.033,0.317
WC-0061,Starbucks Los Angeles #61,West Coast,Drive-Thru,2024-10-01,4.65,182.0,0.42,0.631,441,0.015,0.301
WC-0061,Starbucks Los Angeles #61,West Coast,Drive-Thru,2024-11-01,4.4,236.0,0.412,0.568,480,0.048,0.148
WC-0061,Starbucks Los Angeles #61,West Coast,Drive-Thru,2024-12-01,4.41,168.0,0.286,0.415,475,0.035,0.135
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-01-01,4.29,,0.396,0.378,445,0.058,0.286
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-02-01,4.08,,0.25,0.639,574,0.01,0.273
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-03-01,4.28,,0.307,0.506,480,0.047,0.112
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-04-01,4.33,,0.468,0.482,500,0.024,0.316
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-05-01,4.2,,0.276,0.623,521,0.019,0.111
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-06-01,4.19,,0.269,0.551,535,0.048,0.311
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-07-01,4.32,,0.258,0.476,481,0.023,0.103
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-08-01,4.04,,0.278,0.632,528,0.043,0.272
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-09-01,4.03,,0.358,0.431,528,0.052,0.25
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-10-01,4.2,,0.363,0.499,470,0.012,0.327
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-11-01,4.16,,0.324,0.458,503,0.023,0.244
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2023-12-01,4.23,,0.286,0.418,450,0.038,0.291
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-01-01,4.01,,0.293,0.611,511,0.046,0.278
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-02-01,4.27,,0.3,0.47,453,0.024,0.13
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-03-01,4.1,,0.328,0.568,478,0.058,0.12
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-04-01,4.14,,0.248,0.385,407,0.033,0.245
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-05-01,4.04,,0.409,0.511,507,0.033,0.334
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-06-01,4.3,,0.203,0.61,526,0.05,0.175
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-07-01,4.11,,0.214,0.551,475,0.019,0.331
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-08-01,4.08,,0.306,0.448,519,0.015,0.108
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-09-01,4.25,,0.457,0.593,477,0.041,0.314
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-10-01,3.94,,0.392,0.626,482,0.011,0.163
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-11-01,4.07,,0.263,0.465,469,0.057,0.315
PN-0062,Starbucks Eugene #62,Pacific Northwest,Kiosk,2024-12-01,3.93,,0.206,0.375,495,0.045,0.146
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-01-01,4.23,162.0,0.331,0.633,425,0.037,0.213
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-02-01,3.96,195.0,0.261,0.624,524,0.029,0.293
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-03-01,4.01,217.0,0.334,0.56,477,0.026,0.141
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-04-01,3.8,262.0,0.413,0.612,555,0.021,0.295
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-05-01,4.21,152.0,0.438,0.427,460,0.05,0.274
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-06-01,4.38,179.0,0.397,0.532,518,0.033,0.195
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-07-01,4.06,224.0,0.262,0.498,487,0.01,0.215
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-08-01,4.05,247.0,0.383,0.459,473,0.035,0.304
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-09-01,4.14,149.0,0.273,0.494,524,0.046,0.12
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-10-01,3.78,242.0,0.389,0.575,501,0.029,0.248
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-11-01,3.93,228.0,0.318,0.572,558,0.025,0.108
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2023-12-01,4.06,181.0,0.268,0.589,433,0.047,0.12
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-01-01,4.04,286.0,0.237,0.572,450,0.051,0.154
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-02-01,4.26,217.0,0.357,0.588,496,0.042,0.322
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-03-01,3.94,229.0,0.267,0.37,453,0.011,0.179
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-04-01,3.83,233.0,0.202,0.352,498,0.017,0.318
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-05-01,4.06,209.0,0.448,0.617,477,0.06,0.137
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-06-01,3.84,135.0,0.309,0.617,515,0.039,0.29
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-07-01,4.06,290.0,0.422,0.641,429,0.012,0.158
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-08-01,4.0,175.0,0.263,0.375,465,0.036,0.132
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-09-01,3.88,257.0,0.388,0.615,460,0.026,0.322
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-10-01,4.03,146.0,0.463,0.586,508,0.047,0.322
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-11-01,3.89,248.0,0.363,0.603,464,0.018,0.149
M-0063,Starbucks Colorado Springs #63,Mountain,Drive-Thru+Cafe,2024-12-01,3.95,195.0,0.398,0.538,492,0.024,0.157
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-01-01,3.89,256.0,0.278,0.357,488,0.034,0.336
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-02-01,4.08,250.0,0.285,0.444,432,0.052,0.297
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-03-01,3.95,200.0,0.3,0.578,491,0.054,0.145
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-04-01,3.92,253.0,0.325,0.411,505,0.056,0.105
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-05-01,3.71,246.0,0.329,0.511,422,0.044,0.105
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-06-01,4.05,209.0,0.352,0.432,463,0.038,0.229
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-07-01,4.22,158.0,0.468,0.497,452,0.048,0.262
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-08-01,4.14,242.0,0.265,0.461,491,0.014,0.282
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-09-01,3.98,254.0,0.3,0.548,471,0.028,0.23
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-10-01,3.96,151.0,0.351,0.628,475,0.011,0.27
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-11-01,4.13,217.0,0.381,0.537,449,0.04,0.23
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2023-12-01,4.16,178.0,0.282,0.434,475,0.046,0.33
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-01-01,4.11,230.0,0.242,0.398,441,0.059,0.191
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-02-01,3.92,238.0,0.308,0.555,504,0.015,0.199
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-03-01,4.22,189.0,0.386,0.539,496,0.011,0.24
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-04-01,4.07,192.0,0.317,0.543,474,0.056,0.255
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-05-01,3.98,226.0,0.374,0.459,525,0.047,0.16
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-06-01,4.01,164.0,0.419,0.497,439,0.058,0.304
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-07-01,4.12,184.0,0.342,0.426,490,0.034,0.28
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-08-01,4.01,118.0,0.423,0.604,463,0.014,0.17
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-09-01,3.73,213.0,0.419,0.384,499,0.024,0.186
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-10-01,4.21,187.0,0.401,0.463,450,0.044,0.229
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-11-01,4.03,163.0,0.412,0.439,434,0.017,0.19
M-0064,Starbucks Baltimore #64,Mid-Atlantic,Drive-Thru,2024-12-01,4.11,265.0,0.329,0.374,456,0.042,0.217
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-01-01,4.03,225.0,0.456,0.45,510,0.048,0.119
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-02-01,4.09,140.0,0.342,0.573,508,0.035,0.118
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-03-01,4.03,211.0,0.298,0.493,483,0.018,0.333
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-04-01,4.43,156.0,0.47,0.615,523,0.017,0.264
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-05-01,3.9,220.0,0.265,0.519,517,0.015,0.329
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-06-01,4.02,229.0,0.274,0.564,508,0.032,0.258
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-07-01,4.23,190.0,0.211,0.557,498,0.02,0.171
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-08-01,4.26,127.0,0.201,0.362,487,0.048,0.121
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-09-01,4.08,240.0,0.412,0.388,478,0.049,0.171
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-10-01,3.95,242.0,0.454,0.395,509,0.017,0.131
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-11-01,4.07,120.0,0.329,0.427,419,0.028,0.126
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2023-12-01,4.27,279.0,0.412,0.621,521,0.048,0.159
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-01-01,4.13,204.0,0.421,0.585,441,0.052,0.136
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-02-01,4.24,157.0,0.357,0.489,428,0.033,0.238
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-03-01,3.87,189.0,0.386,0.587,566,0.037,0.115
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-04-01,4.05,203.0,0.385,0.502,478,0.016,0.236
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-05-01,4.05,239.0,0.475,0.638,504,0.031,0.201
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-06-01,4.18,204.0,0.227,0.396,497,0.046,0.196
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-07-01,4.18,189.0,0.337,0.52,465,0.016,0.229
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-08-01,4.04,239.0,0.273,0.605,514,0.015,0.129
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-09-01,4.03,234.0,0.398,0.353,488,0.019,0.107
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-10-01,3.98,129.0,0.425,0.596,464,0.041,0.173
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-11-01,4.38,195.0,0.219,0.45,465,0.041,0.124
N-0065,Starbucks Providence #65,Northeast,Drive-Thru,2024-12-01,4.28,198.0,0.441,0.382,487,0.055,0.191
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-01-01,4.43,200.0,0.309,0.562,496,0.014,0.279
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-02-01,4.24,194.0,0.247,0.538,400,0.027,0.196
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-03-01,4.2,230.0,0.439,0.572,438,0.044,0.105
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-04-01,4.39,185.0,0.233,0.399,518,0.058,0.293
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-05-01,4.43,183.0,0.384,0.596,424,0.041,0.2
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-06-01,4.11,169.0,0.285,0.446,555,0.047,0.282
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-07-01,4.45,237.0,0.412,0.426,489,0.015,0.346
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-08-01,4.31,213.0,0.299,0.508,522,0.047,0.289
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-09-01,4.31,214.0,0.288,0.503,463,0.011,0.328
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-10-01,4.31,203.0,0.258,0.572,458,0.045,0.302
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-11-01,4.57,279.0,0.314,0.541,493,0.015,0.315
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2023-12-01,4.25,341.0,0.364,0.583,504,0.034,0.207
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-01-01,4.26,194.0,0.253,0.35,494,0.021,0.101
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-02-01,4.44,104.0,0.417,0.471,470,0.053,0.124
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-03-01,4.45,202.0,0.203,0.467,488,0.024,0.317
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-04-01,4.11,177.0,0.226,0.55,532,0.046,0.131
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-05-01,4.41,211.0,0.291,0.441,450,0.011,0.194
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-06-01,4.33,205.0,0.407,0.551,555,0.039,0.342
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-07-01,4.42,219.0,0.268,0.564,508,0.036,0.17
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-08-01,4.39,157.0,0.262,0.491,458,0.055,0.148
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-09-01,4.48,191.0,0.295,0.639,463,0.015,0.348
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-10-01,4.11,205.0,0.391,0.648,509,0.03,0.128
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-11-01,4.35,254.0,0.476,0.515,479,0.046,0.107
S-0066,Starbucks Miami #66,Southeast,Drive-Thru,2024-12-01,4.29,164.0,0.38,0.637,468,0.041,0.274
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-01-01,4.39,299.0,0.413,0.607,476,0.035,0.326
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-02-01,4.17,203.0,0.403,0.473,502,0.016,0.321
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-03-01,4.16,240.0,0.205,0.595,447,0.019,0.138
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-04-01,4.15,164.0,0.236,0.625,522,0.058,0.135
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-05-01,4.23,153.0,0.242,0.398,495,0.058,0.31
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-06-01,4.14,253.0,0.331,0.509,518,0.042,0.283
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-07-01,4.13,199.0,0.47,0.451,458,0.025,0.123
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-08-01,3.92,232.0,0.262,0.544,432,0.015,0.11
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-09-01,4.22,232.0,0.386,0.359,507,0.017,0.303
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-10-01,4.07,272.0,0.38,0.475,501,0.025,0.268
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-11-01,3.93,160.0,0.357,0.384,483,0.056,0.304
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2023-12-01,4.27,197.0,0.441,0.511,469,0.011,0.334
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-01-01,3.87,199.0,0.345,0.597,468,0.026,0.31
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-02-01,4.03,190.0,0.386,0.468,534,0.039,0.348
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-03-01,4.2,210.0,0.409,0.386,460,0.037,0.253
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-04-01,4.22,202.0,0.445,0.63,490,0.014,0.321
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-05-01,4.11,202.0,0.468,0.468,516,0.021,0.267
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-06-01,4.47,158.0,0.318,0.613,477,0.014,0.132
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-07-01,4.13,245.0,0.223,0.392,478,0.018,0.324
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-08-01,4.31,149.0,0.349,0.434,499,0.026,0.25
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-09-01,3.81,244.0,0.23,0.641,497,0.014,0.272
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-10-01,3.99,202.0,0.381,0.435,469,0.037,0.131
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-11-01,4.25,176.0,0.21,0.384,469,0.015,0.317
M-0067,Starbucks Indianapolis #67,Midwest,Drive-Thru,2024-12-01,4.08,278.0,0.374,0.512,516,0.019,0.31
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-01-01,4.09,,0.274,0.618,482,0.038,0.28
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-02-01,4.23,,0.457,0.481,471,0.022,0.262
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-03-01,4.11,,0.467,0.453,498,0.056,0.128
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-04-01,4.08,,0.383,0.438,390,0.056,0.326
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-05-01,4.06,,0.222,0.499,487,0.048,0.131
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-06-01,4.16,,0.403,0.481,567,0.045,0.14
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-07-01,4.12,,0.292,0.646,474,0.012,0.224
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-08-01,4.23,,0.449,0.549,446,0.053,0.116
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-09-01,4.3,,0.253,0.583,518,0.057,0.324
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-10-01,3.98,,0.34,0.398,434,0.058,0.14
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-11-01,3.99,,0.361,0.364,527,0.02,0.211
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2023-12-01,4.26,,0.208,0.396,507,0.046,0.303
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-01-01,3.98,,0.225,0.395,450,0.01,0.247
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-02-01,4.16,,0.463,0.589,541,0.053,0.26
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-03-01,4.02,,0.259,0.624,523,0.047,0.123
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-04-01,4.04,,0.284,0.537,515,0.038,0.235
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-05-01,4.04,,0.438,0.616,474,0.036,0.31
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-06-01,4.09,,0.302,0.43,555,0.023,0.241
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-07-01,4.04,,0.203,0.534,464,0.06,0.322
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-08-01,4.24,,0.317,0.439,507,0.028,0.12
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-09-01,3.93,,0.414,0.407,498,0.021,0.339
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-10-01,4.09,,0.218,0.377,441,0.042,0.258
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-11-01,4.14,,0.397,0.44,470,0.022,0.289
S-0068,Starbucks Las Vegas #68,Southwest,Kiosk,2024-12-01,3.99,,0.298,0.415,498,0.025,0.172
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-01-01,4.8,238.0,0.278,0.35,483,0.024,0.148
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-02-01,4.58,174.0,0.415,0.577,489,0.024,0.147
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-03-01,4.6,250.0,0.437,0.363,426,0.044,0.349
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-04-01,4.68,175.0,0.289,0.617,472,0.048,0.158
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-05-01,4.7,229.0,0.247,0.522,532,0.027,0.319
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-06-01,4.65,232.0,0.272,0.641,520,0.037,0.327
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-07-01,4.63,153.0,0.227,0.391,430,0.058,0.285
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-08-01,4.85,177.0,0.479,0.448,512,0.044,0.311
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-09-01,4.74,163.0,0.305,0.423,546,0.051,0.227
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-10-01,4.88,172.0,0.36,0.516,465,0.025,0.25
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-11-01,4.88,199.0,0.357,0.63,520,0.036,0.24
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2023-12-01,4.69,159.0,0.461,0.417,412,0.016,0.308
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-01-01,4.43,233.0,0.321,0.507,528,0.03,0.269
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-02-01,4.73,221.0,0.271,0.455,491,0.04,0.321
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-03-01,4.74,264.0,0.475,0.482,494,0.055,0.347
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-04-01,4.74,153.0,0.329,0.606,479,0.052,0.184
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-05-01,4.68,184.0,0.333,0.376,453,0.042,0.125
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-06-01,4.81,226.0,0.309,0.539,505,0.019,0.346
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-07-01,4.77,234.0,0.243,0.355,436,0.049,0.204
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-08-01,4.72,187.0,0.479,0.637,471,0.017,0.183
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-09-01,4.45,176.0,0.462,0.566,512,0.053,0.271
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-10-01,4.84,230.0,0.344,0.645,435,0.035,0.11
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-11-01,4.73,201.0,0.469,0.569,519,0.026,0.107
WC-0069,Starbucks Los Angeles #69,West Coast,Drive-Thru+Cafe,2024-12-01,4.73,244.0,0.244,0.409,530,0.026,0.289
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-01-01,4.09,171.0,0.248,0.386,419,0.042,0.342
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-02-01,3.72,285.0,0.438,0.522,449,0.015,0.135
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-03-01,3.74,238.0,0.359,0.478,519,0.047,0.262
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-04-01,3.73,158.0,0.344,0.595,456,0.039,0.343
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-05-01,3.97,230.0,0.294,0.503,505,0.027,0.181
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-06-01,3.94,230.0,0.323,0.456,487,0.055,0.271
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-07-01,3.75,204.0,0.402,0.456,486,0.026,0.185
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-08-01,3.74,282.0,0.277,0.374,473,0.031,0.114
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-09-01,3.84,210.0,0.384,0.433,457,0.021,0.178
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-10-01,3.74,220.0,0.217,0.591,515,0.013,0.127
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-11-01,3.73,136.0,0.299,0.4,430,0.034,0.109
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2023-12-01,3.75,151.0,0.367,0.534,503,0.05,0.157
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2024-01-01,3.92,208.0,0.404,0.643,487,0.023,0.289
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2024-02-01,3.94,239.0,0.395,0.534,546,0.036,0.204
PN-0070,Starbucks Portland #70,Pacific Northwest,Drive-Thru+Cafe,2024-03-01,3.87,251.0,0.275,0.358,434,0.023,0.275
